V0_LATITUDE,V0_LONGITUDE,V1_LATITUDE,V1_LONGITUDE,V2_LATITUDE,V2_LONGITUDE,V3_LATITUDE,V3_LONGITUDE,MG_WT,AL_WT,SI_WT,FE_WT,NA_WT,O_WT,TI_WT,CA_WT,chi2
88.9362,97.3117,86.8772,-75.8202,86.5547,-61.3762,88.5346,134.049,0.41570938,5.41742976,10.62956558,5.94277522,4.99996825,45.0,7.59455226,19.99999954,2.680579
-68.737,72.0122,-74.289,73.7721,-73.7342,76.1732,-68.2101,73.8931,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
36.1185,-160.8,30.4602,-161.032,30.1869,-160.191,35.8124,-159.915,5.42369145,19.47592586,20.99774896,1.00000377,3.1026287,45.0,1.27e-06,5.0,3.10883
-64.966,-58.0704,-70.478,-60.0914,-71.0964,-58.0529,-65.5765,-56.4424,1.84999273,6.62533676,7.51398802,3.17021523,4.01689917,45.0,19.9981346,11.82543349,2.643853
-44.4169,-170.265,-50.0482,-169.709,-49.5014,-168.465,-43.9004,-169.11,7.88840328,11.06587313,23.1603988,1.00003247,2.90228047,45.0,1.21e-06,8.98301064,1.879321
-67.8404,-16.7596,-73.4426,-16.8021,-73.1481,-14.5422,-67.5498,-15.0124,3.42583198,8.56871785,14.10143188,4.07355842,2.9010519,45.0,1.929408,19.99999997,2.212888
-50.0406,-170.587,-55.6508,-169.961,-55.0833,-168.585,-49.4993,-169.339,7.60104014,12.62739883,22.8517691,1.00000065,2.84480178,45.0,1.23e-06,8.07498827,1.797478
-43.4796,-146.04,-49.0897,-145.416,-48.5357,-144.255,-42.9522,-144.948,6.47386545,8.18544862,14.67807061,1.07456093,4.37430178,45.0,0.22114962,19.99260298,2.735128
-61.1957,-8.9638,-66.7193,-7.4829,-66.0987,-5.942,-60.6109,-7.6479,8.13101997,17.87114214,22.53086455,1.00000007,0.46696969,45.0,3.04e-06,5.00000054,2.090802
-74.5175,-174.346,-80.0805,-174.065,-79.507,-169.911,-73.9571,-171.564,5.10542496,9.11850714,13.20267083,2.5330012,3.77672286,45.0,1.26408041,19.99959261,1.800551
73.4751,-20.7538,67.7894,-21.6777,67.7377,-19.5057,73.4071,-17.8996,7.56160128,17.80950723,21.51463897,1.00000123,2.1141592,45.0,2.08e-06,5.00009002,3.102222
57.1794,-74.4797,51.65,-75.4627,51.0633,-74.3759,56.5641,-73.2956,7.8691561,12.76769355,19.53600823,1.00000013,2.82192244,45.0,3.68e-06,11.00521587,3.177306
88.2509,-55.948,82.6903,-59.3257,82.0806,-53.8422,87.519,-38.9458,4.86e-05,11.76419082,10.35514408,2.81051131,4.99999992,45.0,5.07012058,19.99998464,3.123852
-83.5971,72.0185,-88.4646,66.8333,-89.0699,95.4175,-83.053,77.6507,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
87.8749,-160.379,82.392,-161.909,82.9287,-156.712,88.2866,-138.091,1.91189189,5.8434113,7.2676789,1.34085893,2.90007808,45.0,19.99784795,15.73823294,1.94053
-68.9195,-67.5747,-74.6003,-66.9539,-74.256,-63.9824,-68.5937,-65.3433,2.62790266,10.84708444,12.08282805,2.48325689,4.99943081,45.0,1.9594977,19.99999946,1.84322
86.9211,129.423,81.5869,151.149,81.7033,156.186,87.26,142.717,0.00065783,18.68012143,0.16600509,6.1110218,3.76632221,45.0,19.98562906,6.29024259,2.529667
-76.726,-84.7301,-82.279,-83.7528,-81.742,-79.0175,-76.2187,-81.8301,3.27571736,6.55936336,8.72875139,1.75507809,2.54033131,45.0,19.97987488,12.16088362,3.420218
87.599,-19.3656,81.8653,-24.4073,81.7819,-18.0638,87.3306,0.3476,6.83641234,17.57493101,23.00083742,1.00003161,1.58748538,45.0,0.0003022,5.00000005,2.290355
70.7704,-105.876,65.2205,-107.237,64.742,-105.724,70.2635,-104.005,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
-57.8252,-54.3539,-63.4049,-53.3061,-62.8395,-51.7966,-57.2945,-53.048,8.20885154,17.40332299,21.39253798,1.00000039,1.9952861,45.0,1.01e-06,5.0,1.801606
-83.7011,102.084,-89.8121,96.5734,-88.9713,136.463,-84.2616,108.663,0.61738842,10.99920031,0.19573873,17.76942386,1.44579124,45.0,18.93334024,5.0391172,1.647319
65.5005,-3.6499,59.7608,-3.6303,59.7501,-1.8405,65.4795,-1.4891,5.04,11.37,19.02,7.54,2.55838579,45.0,1.66626013,5.5016366,2.1791487560354508
-72.0815,-67.8986,-77.6181,-66.5238,-77.0731,-63.6661,-71.5637,-65.8195,7.25839771,17.95007533,22.27257654,1.00007826,1.51886646,45.0,5.19e-06,5.00000053,2.24471
76.4433,30.3171,70.799,29.1478,70.7529,31.3111,76.3802,33.2739,5.07179293,10.99579453,13.91758301,1.00003384,2.92774075,45.0,3.22377477,17.86328018,2.823001
-84.4345,-92.0273,-89.5318,-177.74,-89.4631,-61.4619,-83.9656,-84.975,8.61441784,17.80282056,19.88525416,1.00001127,2.69745217,45.0,4.4e-05,5.00000001,1.661258
82.0778,-9.8193,76.4202,-12.6652,76.3443,-9.3338,81.9509,-4.2991,4.73179718,10.28214037,14.07612339,2.17270134,3.5131643,45.0,0.2240776,19.99999582,1.90038
79.7263,160.302,74.093,160.993,73.7637,163.778,79.3884,164.592,1.05e-06,9.58522681,0.10457049,1.89309447,4.98055848,45.0,18.43654871,20.0,2.751467
-64.5982,-115.414,-70.1047,-113.959,-69.4588,-112.108,-63.9723,-113.86,2.67383514,5.59660019,10.78903143,6.48683064,3.39061961,45.0,6.06308299,20.0,2.388508
-85.033,-118.78,-89.1868,106.953,-89.7509,18.2564,-84.6003,-110.805,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
-64.7272,-76.7993,-70.2343,-78.6352,-70.8583,-76.6412,-65.3469,-75.2032,3.73764661,13.91154977,16.55681643,1.00000328,3.74739984,45.0,4.88e-06,16.0465792,1.404851
43.006,21.1954,37.3227,21.1032,37.1378,22.0457,42.8007,22.229,5.50740068,6.67971759,12.07809237,1.00000186,2.6902966,45.0,13.16689773,13.87759318,2.705098
86.1339,-122.195,80.6795,-113.113,81.2929,-108.767,86.8086,-112.333,4.50551092,12.72476761,15.24155401,1.33310542,1.17798716,45.0,0.02959395,19.98748092,1.6996
81.1678,-116.281,75.6918,-112.168,76.3256,-109.4,81.8257,-112.013,3.51707154,6.50297017,8.42759382,1.79615398,2.62053269,45.0,19.53127235,12.60440545,2.789528
55.6793,-76.669,50.1406,-77.6119,49.5587,-76.5384,55.0677,-75.507,6.22686599,10.40775841,15.66452769,1.13066742,1.85989291,45.0,0.02781629,19.68247128,2.507417
-55.4874,-15.4751,-61.1077,-15.2798,-60.8107,-13.884,-55.2,-14.254,6.12306462,18.85683477,22.22462818,1.00000156,1.79542925,45.0,5.27e-06,5.00003635,2.245192
83.1487,-12.881,77.6211,-14.2901,76.9867,-11.1183,82.4733,-7.5056,5.56568283,20.0,14.44233846,1.34398524,0.01128003,45.0,3.87215802,9.76455542,1.710106
73.8069,-79.6374,68.2808,-81.3572,67.7663,-79.6844,73.264,-77.5102,6.61487211,16.69017781,22.46347342,1.00002299,3.2314094,45.0,4.07e-06,5.0000402,1.599697
-76.521,40.2694,-82.2005,36.7795,-82.2794,42.8402,-76.5697,43.7702,8.31,6.47,26.85,3.31,2.72651105,45.0,8.59420618,11.63074637,2.737900178710274
-78.1628,-84.0998,-83.7142,-83.2911,-83.1771,-77.5458,-77.6566,-80.8668,8.56803967,17.95145122,18.98059338,1.00000676,3.49990725,45.0,1.14e-06,5.00000058,2.70693
-66.6042,-16.5739,-72.208,-16.5586,-71.9121,-14.4428,-66.3129,-14.9072,3.92593082,8.73786909,11.65384005,1.05958567,1.53334728,45.0,8.08983136,19.99959574,1.556592
-63.1497,43.6802,-68.8494,43.02,-68.88,45.2602,-63.1705,45.4603,9.42,15.25,16.21,3.12,1.85667073,45.0,1.8488973,9.88123558,1.8461737665782032
89.7265,92.7978,85.6225,-10.6941,85.1216,-1.7914,88.9244,128.24,2.64339486,10.4823905,12.27048793,1.9299478,4.99992737,45.0,2.67385218,19.99999936,2.07088
-63.5774,-55.7163,-69.1437,-54.4321,-68.5562,-52.567,-63.025,-54.1763,6.81740784,18.03241765,19.84014507,1.00036459,4.30966328,45.0,1.26e-06,5.00000032,1.803544
28.5972,21.5489,22.9111,21.5087,22.7857,22.3016,28.4494,22.3877,7.61983747,5.95224146,16.5054053,1.05784252,2.33736366,45.0,14.43127858,7.09603102,1.927626
86.9011,146.569,81.338,156.595,81.0405,161.815,86.6726,161.434,0.10083615,5.00127511,11.46503315,4.8801602,4.99999647,45.0,8.55269918,19.99999974,3.399328
52.2406,-10.6707,46.6651,-11.3622,46.1289,-10.352,51.6697,-9.5679,13.37102345,12.17186266,21.24262653,1.00000908,2.21445363,45.0,1.07e-06,5.00002358,1.844552
66.6194,-81.159,60.8795,-80.6394,60.8991,-78.7607,66.6496,-78.8593,5.75,14.58,15.87,9.15,2.82021876,45.0,6.93171034,14.81063332,2.157574663046251
-78.3266,-111.206,-83.8945,-110.81,-83.3927,-104.761,-77.8546,-107.893,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
71.9104,-164.263,66.3842,-166.381,65.811,-164.713,71.3061,-162.247,3.17830428,7.81464048,9.03454044,1.25101151,1.62941805,45.0,18.77943034,13.3126549,3.329787
68.2491,-127.1391,62.53,-127.5305,62.1596,-125.4991,67.8491,-124.6603,3.91,16.99,21.22,4.08,2.85055073,45.0,1.31374518,6.74177102,2.298808699866997
-72.6743,159.697,-78.2594,160.289,-77.6716,164.02,-72.1022,162.339,7.47654292,18.91430432,20.75473622,1.00003849,1.85437498,45.0,1.04e-06,5.00000202,1.348648
64.154,-16.7873,58.4629,-17.2262,58.4265,-15.6467,64.1108,-14.9112,5.01044324,6.29443279,11.11687301,1.43274072,2.97504458,45.0,19.56771434,8.60275132,2.936315
-61.9573,-53.3364,-67.5248,-52.0883,-66.9376,-50.3445,-61.4052,-51.8733,7.91849676,18.03285328,20.91852726,1.00000147,2.13006378,45.0,1.02e-06,5.00005641,2.223351
-65.5702,29.0901,-71.2792,28.6001,-71.2897,31.0898,-65.579,31.0191,6.67,16.86,16.53,3.16,2.92438826,45.0,1.30513502,7.12061879,2.050856287881416
-87.1808,-102.683,-88.0608,93.0778,-88.666,114.734,-86.7961,-88.1142,7.28396403,12.13377609,29.58222022,1.0000005,1.12e-06,45.0,9.08e-06,5.00002895,1.33799
-72.2871,-173.738,-77.8598,-171.597,-77.3889,-168.642,-71.8546,-171.609,9.55007517,14.60942622,23.99839795,1.00000333,0.8420844,45.0,1e-06,5.00001192,2.59575
79.292,17.0314,73.6094,17.7561,73.3452,20.6496,79.02,21.4602,2.77218907,6.68730322,16.26060152,1.94221962,4.99999699,45.0,2.33769027,19.99999931,2.770112
-85.5292,-74.2288,-89.3128,69.4806,-89.6671,-41.137,-85.2291,-64.1454,2.07e-06,6.58217933,18.44106805,4.36648801,4.99999939,45.0,1.85235536,18.75790779,1.543118
67.1772,-78.2595,62.3107,-77.9843,61.6888,-76.6189,67.8032,-76.6118,6.56709444,12.98622423,13.0920938,1.00000057,2.20312105,45.0,5.28825947,13.86320645,2.282777
89.8129,62.0743,85.6215,-55.9917,86.0911,-45.9514,89.1515,149.201,2.93834927,5.34478302,7.62306454,2.84654035,1.62312608,45.0,19.28696387,15.33717287,1.499509
-54.2081,-55.402,-59.7994,-54.4921,-59.2543,-53.1322,-53.698,-54.2001,9.93050238,19.47572672,18.94606041,1.0000021,0.64768444,45.0,2.35e-05,5.00000045,2.065217
-62.5906,-15.2908,-68.1697,-16.4998,-68.56,-14.7006,-62.9607,-13.8091,6.64,15.33,11.91,9.7,2.38912051,45.0,2.69031822,12.89010728,2.1578115758303364
47.2012,-161.046,41.5692,-161.374,41.2328,-160.43,46.8371,-160.021,6.14145135,19.11239088,21.37938861,1.0000018,2.36676084,45.0,1.09e-06,5.00000543,2.379175
-50.1424,-15.1488,-55.7727,-14.9474,-55.4812,-13.7197,-49.8631,-14.0427,4.81497039,8.51200321,13.78506512,2.48567881,3.1523729,45.0,2.25001989,19.99988968,2.945315
-43.7528,-66.5401,-49.4595,-66.2232,-49.1723,-64.9482,-43.4865,-65.3784,2.22450968,6.23274705,8.4721572,8.07245507,3.11812716,45.0,6.88001456,19.99998929,2.243469
-69.9546,71.9804,-75.5044,73.8743,-74.9466,76.451,-69.4259,73.9603,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
-62.4285,-67.1364,-68.1115,-66.6081,-67.7768,-64.4653,-62.1115,-65.3853,2.00977121,7.27307038,7.98797752,6.8170124,4.7135994,45.0,6.19859706,19.99997202,1.62468
84.2271,-165.985,78.75,-164.266,79.332,-160.935,84.7997,-159.386,2.16382542,5.82242559,6.03023632,1.80021311,2.99185169,45.0,19.80742997,16.3840179,2.36324
-22.0263,22.278,-27.6968,22.4566,-27.5901,23.2185,-21.9415,23.0103,5.54537362,9.43146192,13.25964905,2.74622342,3.29124203,45.0,0.72605264,19.99999733,2.875315
71.5968,19.2265,65.9139,19.2466,65.6515,21.2033,71.3203,21.7772,3.31119638,8.24900389,14.65429654,1.70770083,4.99999938,45.0,2.07780298,20.0,3.05659
70.5324,31.7293,64.8072,32.4866,64.8293,34.4831,70.561,34.3078,3.20548737,17.67366774,19.03269873,4.29753101,0.57173963,45.0,0.92238205,9.29649348,3.277923
-81.3211,71.2335,-86.8458,78.5162,-86.2026,87.7123,-80.7813,75.4968,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
71.5552,-19.0295,65.8685,-19.7917,65.8214,-17.786,71.4949,-16.4663,7.06914074,17.10744037,21.65394405,1.0000195,3.16943354,45.0,1e-06,5.00002081,2.873769
88.2899,-94.1829,86.6832,135.702,86.5235,146.763,88.6412,-72.644,1.71e-06,6.23021021,18.31353519,1.58647889,4.99999987,45.0,3.8697858,19.99998833,2.624732
-56.4693,-10.0138,-62.0097,-8.7885,-61.411,-7.4577,-55.9062,-8.8408,8.94335123,19.23558447,20.72926633,1.02020501,0.0715861,45.0,1.03e-06,5.00000583,2.197289
35.7077,-160.792,30.0484,-161.021,29.7777,-160.183,35.404,-159.911,5.29007078,19.56472187,21.19054764,1.00000187,2.95465585,45.0,1.02e-06,5.00000098,3.181134
89.2958,-162.294,84.6924,-82.4687,84.7388,-75.189,89.9584,-114.519,2.22472948,7.69074058,18.12295227,1.39049462,4.99998943,45.0,0.5710965,19.99999711,1.644243
42.6246,-133.473,37.0014,-133.877,36.6795,-133.034,42.2723,-132.574,4.80623898,18.32739738,20.92612238,1.00000062,3.13842223,45.0,1.15e-06,6.80181725,2.873332
89.0907,-105.865,83.8328,-53.1511,83.9507,-47.3707,88.7034,-79.4584,2.42e-06,14.40367498,0.78720066,7.0971472,4.99999405,45.0,19.98570633,7.72627436,1.443917
54.3212,-38.9573,48.7388,-39.6454,48.225,-38.5957,53.777,-37.8023,11.22038694,14.7003932,18.16299792,1.00000036,4.91620595,45.0,1.98e-06,5.00001365,1.507346
13.0034,-14.4881,7.2592,-14.6249,7.2212,-13.7378,12.9264,-13.5801,6.60244558,7.92878927,16.02593365,1.202987,2.97751619,45.0,0.26232862,19.9999997,2.846343
-79.7517,-114.163,-85.2043,-121.836,-85.8556,-114.371,-80.3505,-110.401,3.00226396,10.06109968,13.34178347,2.47136957,4.68742273,45.0,1.43607318,19.99998742,2.303027
-85.231,-93.8201,-89.7914,-19.692,-89.165,-107.911,-84.7756,-85.5291,7.8878196,18.57034184,20.31117232,1.00000069,2.23065577,45.0,8.7e-06,5.00000109,1.429128
69.3099,-178.6007,63.8109,-177.0505,64.3807,-175.5008,69.9096,-176.7293,2.53,14.61,16.36,3.29,2.48967271,45.0,0.97910286,6.54147666,2.2208873675728005
-77.8985,49.9708,-82.7908,48.7379,-83.3969,53.5707,-77.3283,52.7677,0.96306015,19.48839419,3.70395696,4.32716361,3.99247755,45.0,2.91491004,19.61003749,3.264485
49.7075,-80.4806,44.1183,-81.1547,43.6884,-80.206,49.2484,-79.4584,4.53791203,10.01412626,13.62925118,1.30003896,4.99999875,45.0,0.51867307,19.99999975,3.241067
-85.7837,-112.08,-88.9592,33.2543,-89.7474,75.0238,-86.3413,-102.152,2.91e-06,5.06820579,14.48316213,6.16960861,4.99999999,45.0,4.27902916,19.99999142,2.587852
-86.0308,-158.915,-89.2655,-66.9715,-89.4852,14.3798,-85.4991,-150.339,4.72827483,9.30892647,15.41641794,1.20131096,1.43034835,45.0,17.91472134,5.00000011,2.550756
59.9227,-80.2732,54.3651,-81.2033,53.8906,-80.0872,59.4227,-79.0151,5.90285388,10.39151008,15.3366417,1.00564071,2.36318237,45.0,0.00031008,19.99986118,1.484056
-44.4311,-114.723,-50.0124,-113.913,-49.4082,-112.773,-43.8559,-113.648,2.15625359,6.17427845,6.67035447,2.19415633,2.40537292,45.0,15.40283521,19.99674903,1.600196
27.7719,21.5653,22.0856,21.5284,21.9638,22.3154,27.6276,22.3964,6.58761334,5.20399678,13.23985766,3.54296512,2.05820224,45.0,19.32776593,5.03959892,2.134638
-78.9482,99.5817,-84.4596,104.251,-83.8359,109.937,-78.3891,102.857,1.69236153,17.9163922,0.19424861,10.50165629,3.27192409,45.0,13.38460098,8.0388163,3.493227
-18.2801,22.2321,-23.9534,22.3901,-23.8628,23.1317,-18.2117,22.9507,3.20724688,5.76165377,6.98625398,2.3075846,2.6006337,45.0,19.45403629,14.68259079,3.140845
81.5872,6.9527,75.9366,4.4617,75.8688,7.563,81.477,11.9633,6.71364457,19.5072712,20.68719878,1.00100086,2.08969844,45.0,0.00118592,5.00000023,2.772082
85.2284,39.8136,79.6254,34.3512,79.5496,38.1008,85.0703,47.4627,6.56915195,18.91265698,20.95582646,1.15353981,2.35126178,45.0,0.05755933,5.00000369,2.10522
39.3076,21.3008,33.6236,21.2214,33.453,22.1153,39.1162,22.2709,6.09416368,6.57541732,12.23988144,1.41805393,2.14581193,45.0,18.90324813,7.62342357,1.628736
22.969,-66.9544,17.213,-67.08,17.1162,-66.1463,22.8403,-65.9891,4.84110256,7.0908684,14.4798934,3.32592959,2.93543301,45.0,2.32688702,19.99988602,2.320036
-62.9394,-170.704,-68.5145,-169.941,-67.9243,-167.938,-62.3683,-169.036,8.91364023,15.5315049,22.47249775,1.00002784,2.08232717,45.0,1.41e-06,5.00000071,1.950818
89.405,-56.2373,85.2435,-109.031,84.7157,-101.844,89.7692,126.729,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
83.1605,72.8022,77.509,72.8586,77.4911,76.117,83.1285,78.6052,7.54722098,17.8191787,18.73722035,1.00000991,4.3483453,45.0,0.54800998,5.00001477,1.582529
88.261,179.59,82.8488,154.405,82.74,159.319,87.8603,-166.241,5.77795788,12.73012741,14.91743991,1.00047162,3.38580972,45.0,5.4799713,11.70822216,2.138109
86.5839,142.247,80.9796,135.71,80.9096,139.926,86.4048,152.698,7.42374284,17.82029708,21.99699,1.00000004,1.75896313,45.0,1.12e-06,5.00000579,2.17772
89.2308,-140.503,85.7963,102.014,85.7409,111.129,89.6433,-80.3828,3.52303762,9.75078483,12.80416519,4.11340691,4.83978838,45.0,0.00096928,19.96784778,1.905744
-85.2785,68.3516,-89.2828,-173.517,-89.7358,68.9203,-85.8292,76.9262,0.07276625,5.01215823,3.28197117,19.8833455,3.64109823,45.0,3.22052806,19.88813256,2.978971
71.5456,-66.9975,65.8537,-67.6959,65.5344,-65.6725,71.2022,-64.4219,4.42607113,11.22742159,12.15296687,2.87004004,1.88578158,45.0,2.43774558,19.99997321,1.498732
74.6903,-14.28,69.0993,-12.5408,69.5091,-10.5302,75.1304,-11.5895,2.35,17.84,20.3,2.89,2.81077371,45.0,7.90051585,10.05389232,2.36169915759322
-44.5649,-66.5569,-50.2703,-66.2326,-49.9803,-64.9383,-44.2956,-65.381,3.78750142,11.17780404,15.57258774,1.1149332,3.22904036,45.0,0.12027768,19.99785556,2.169788
-64.1981,-73.5986,-69.7066,-75.4087,-70.3332,-73.4492,-64.8204,-72.0229,5.33657859,17.93075303,24.52509441,1.00009931,1.20746944,45.0,3.21e-06,5.00000201,2.3264
-16.9553,-66.1685,-22.7021,-66.0455,-22.5387,-65.0985,-16.8211,-65.2473,3.17395144,7.1740578,10.2584011,6.05286984,3.27614452,45.0,5.06460067,19.99997465,2.364804
-51.4867,-60.8711,-56.3395,-61.0569,-56.9939,-59.8789,-50.8557,-59.799,3.26315083,7.01201546,9.70704977,1.62956109,2.76446898,45.0,19.82611406,10.79763981,1.982401
86.0021,113.904,80.3534,113.07,80.3217,117.212,85.9271,123.665,3.57795837,8.73235493,12.70428825,2.83301721,4.99997783,45.0,2.15240357,19.99999983,2.446239
88.6651,-174.714,83.9359,152.044,83.8123,157.84,89.0394,-149.077,3.03577212,8.196193,8.10589221,2.98625968,2.87539421,45.0,11.72680258,18.0736862,1.740656
80.4324,-133.598,74.8726,-135.318,74.415,-132.899,79.9404,-129.939,3.76160135,8.66255016,12.59857703,1.00072972,1.74942081,45.0,14.76738533,12.45973559,1.123935
79.8718,-66.1628,74.1871,-67.1568,73.8512,-64.1638,79.5041,-61.6399,6.60343499,19.99999886,7.06207988,2.15611534,2.36788061,45.0,11.80752521,5.0029651,1.611941
50.8637,-133.474,45.2616,-133.991,44.8967,-133.058,50.4717,-132.452,5.45468347,18.51968365,22.45487396,1.00001039,2.5705959,45.0,7.11e-06,5.00014553,2.899005
86.6625,-163.597,81.1794,-162.91,81.7347,-158.526,87.171,-150.941,1.31677789,5.00001389,5.17084367,3.79544912,3.05275717,45.0,19.90105048,16.76310777,2.063483
89.6118,130.697,85.7486,-77.1119,85.8224,-67.9017,89.1189,178.751,1.46720319,5.50294731,14.21975723,4.27014075,4.99999997,45.0,4.53995247,19.99999907,1.91642
89.767,67.6456,85.6322,-115.425,85.6807,-106.658,89.3059,143.58,9.46e-06,11.01343188,37.97855246,1.00800337,1e-06,45.0,1.18e-06,5.00000064,1.861834
-29.1027,22.3648,-34.7676,22.5886,-34.6318,23.4035,-28.9881,23.1351,6.06785488,10.73704738,17.38712866,1.00000349,3.69665459,45.0,3.53511191,12.57619909,2.415563
85.1124,116.235,79.464,115.362,79.4325,119.159,85.0456,124.25,4.13536641,10.3960213,14.27173727,1.23894454,4.67763459,45.0,0.28029844,19.99999745,2.063606
81.1613,-77.4958,75.6632,-73.536,76.2353,-70.822,81.76,-73.2568,6.58738314,18.48190009,20.3009719,1.00000006,3.62974191,45.0,2.36e-06,5.00000053,2.658436
-68.91,-147.986,-74.4462,-146.943,-73.8577,-144.503,-68.3359,-146.081,1.9563584,5.68779144,12.46780278,6.1701714,4.73229609,45.0,3.98560509,19.99997478,2.32127
86.5057,-86.3824,81.0452,-75.9667,81.6051,-71.5303,87.1414,-75.6525,3.66480994,8.94876959,15.5373728,1.71517891,4.24505783,45.0,0.88892323,19.99988771,1.74288
88.5432,101.794,87.2758,-77.2117,86.9576,-60.713,88.1497,129.671,0.86987065,7.00220031,15.389484,2.7265438,4.99999663,45.0,4.01190468,19.99999992,2.579327
73.3337,-53.9523,67.7812,-55.4946,67.1851,-53.6627,72.7026,-51.618,2.60927596,11.66486066,12.54117862,1.91154982,4.99998403,45.0,1.27372879,19.99942211,1.482807
-59.3279,-112.919,-64.8468,-111.679,-64.1988,-110.138,-58.7013,-111.566,3.29217926,8.31816708,12.20048448,4.43547463,3.86642528,45.0,2.88727428,19.999995,1.748034
65.8406,-39.4997,60.0902,-39.449,60.08,-37.5694,65.8291,-37.2207,5.41,12.12,20.55,5.64,3.33595254,45.0,1.08392607,6.43226665,2.3159186529069475
88.4966,38.865,85.649,160.4,85.8601,169.579,88.9799,63.9177,0.7015289,9.27634982,21.10437558,11.92372592,1.17e-06,45.0,6.99399414,5.00002448,1.738589
-77.0698,29.5504,-82.7593,26.8705,-82.7998,33.3003,-77.0899,33.1503,6.54,11.17,24.55,3.23,3.31802347,45.0,6.67256068,15.0198923,2.3124431529430645
88.7865,133.908,86.0417,22.969,85.8033,32.5682,88.2762,153.566,1.21905114,5.79686835,6.15721137,2.33165915,4.48965707,45.0,15.13214656,19.87340636,1.635161
-60.1253,-57.9252,-65.6317,-59.571,-66.2581,-57.9365,-60.7504,-56.5668,6.66860751,18.72072503,21.17909987,1.0000147,2.43155141,45.0,1.11e-06,5.00000037,1.748112
84.4137,104.192,78.7664,104.041,78.7441,107.578,84.3696,111.174,3.92065213,9.93953138,14.26165147,2.44931303,3.20954682,45.0,1.21935353,19.99995164,2.936898
80.9314,-53.2477,75.383,-55.4983,74.7723,-52.7593,80.2751,-49.1118,3.39564613,10.99948563,14.14540854,2.28162445,2.51485417,45.0,1.66340856,19.99957253,1.480791
-16.5493,-66.1643,-22.2966,-66.0444,-22.1355,-65.0995,-16.4176,-65.2446,3.67449257,8.23480652,11.34124731,4.75368491,3.4096716,45.0,3.58639446,19.99970264,2.285653
89.2586,4.5347,85.2392,152.018,85.3652,162.58,89.7031,111.169,5.8470895,19.9999757,7.5358726,4.11511046,4.69e-06,45.0,6.39746312,11.10448393,1.576026
88.8472,-1.7431,86.494,148.31,86.6639,162.65,88.4208,30.9704,5.82442931,19.99999933,7.63731768,2.68325191,1.07e-06,45.0,13.85500008,5.00000061,2.157361
-68.7263,-7.2813,-74.2229,-9.1437,-74.8446,-6.757,-69.3355,-5.5041,7.30497746,17.36914032,21.27541173,1.00000002,3.05046848,45.0,1.58e-06,5.00000041,1.946516
85.061,-103.01,79.533,-107.813,79.0202,-104.416,84.476,-96.7103,0.18,13.65,22.41,2.58,1.37,45.0,0.66,13.15,2.596661
84.503,-81.2153,79.0186,-74.7485,79.5828,-71.1686,85.1145,-74.4009,7.02515017,19.20087241,20.37737194,1.00020249,2.39640185,45.0,1.13e-06,5.0,1.766115
-48.7223,-146.26,-54.31,-145.559,-53.7392,-144.303,-48.1737,-145.101,5.34769404,7.92126315,14.52291089,1.68433892,4.73490729,45.0,0.78888709,19.99999862,2.651897
74.6954,-133.535,69.1329,-134.775,68.6859,-133.001,74.221,-131.196,5.96902022,18.21773525,21.99645289,1.00060448,2.8161836,45.0,2.44e-06,5.00000112,1.860821
73.1434,-13.4673,67.4628,-14.3189,67.4151,-12.2185,73.0811,-10.7305,4.19644575,11.64209828,13.83247204,1.00288582,2.73636883,45.0,2.5161735,19.07355579,2.02096
76.009,167.1409,70.3101,167.7101,70.3094,170.1195,76.0203,170.4699,2.02,14.61,17.29,2.95,2.66219127,45.0,4.73158459,11.9125284,2.5669880977054604
89.0738,-147.722,86.3718,49.3276,86.3877,63.7519,89.0127,-90.5218,5.0,14.0,20.5,5.0,0.5,45.0,1.0,9.0,1.610013
-37.5853,-169.949,-43.2461,-169.478,-42.7338,-168.339,-37.1093,-168.87,9.41413535,12.22296363,23.14535421,1.00010878,2.69725311,45.0,1.18e-06,6.52018374,2.616085
69.9332,-19.2884,64.2447,-19.9543,64.2003,-18.0608,69.8774,-16.9151,7.00166707,15.49498037,23.02057698,1.0000008,3.48276845,45.0,1.01e-06,5.00000533,2.895677
-2.7496,-66.0426,-8.5098,-66.0073,-8.4345,-65.1075,-2.7067,-65.1476,1.76427448,6.84550291,7.3089461,8.09888049,3.64126408,45.0,7.34118682,19.99994512,2.654291
65.2566,-133.494,59.6831,-134.323,59.2616,-133.061,64.8103,-131.998,4.68743981,17.60628768,23.84687311,1.00016774,2.8591973,45.0,2.33e-05,5.00001104,1.836269
82.0762,-80.24,76.5823,-75.7577,77.1568,-72.8445,82.682,-75.5065,3.81309542,11.15725018,14.47468334,1.00056842,4.55427751,45.0,0.00016472,19.99996042,2.149785
